8	-4.436714
29	-5.317149
81	-5.116710
150	-5.372909
159	-5.788884
198	-5.722811
216	-5.535889
224	-5.706408
289	-0.000000
293	-2.833719
302	-2.057287
320	-2.536059
341	-5.239190
356	-2.801417
367	-3.063580
403	-4.120039
443	-3.098494
451	-4.172094
465	-4.731894
467	-7.536485
484	-4.523267
502	-5.389281
527	-2.411794
544	-5.347234
569	-4.985911
583	-5.043359
598	-6.099293
630	-4.202701
675	-3.087884
680	-4.266389
708	-3.548371
717	-5.493891
724	-3.184382
755	-3.414837
768	-3.483586
772	-1.378950
782	-5.628547
785	-4.701551
792	-4.557425
799	-3.962187
869	-2.066238
878	-5.058670
958	-3.762861
970	-2.939061
976	-5.701294
982	-3.625951
984	-4.746310
999	-2.908524
1001	-4.475561
1010	-0.001065
1014	-4.742486
1029	-2.033451
1033	-5.923127
1036	-3.090232
1050	-3.306740
1083	-4.374223
1144	-6.813524
1147	-3.480862
1161	-5.562176
1180	-4.738925
1184	-5.509541
1195	-5.697334
1205	-6.160986
1213	-3.905231
1226	-4.142518
1259	-3.825743
1289	-2.403516
1340	-5.034345
1349	-2.301812
1358	-4.066181
1360	-4.392788
1373	-3.436772
1394	-3.025767
1396	-4.670568
1419	-0.923838
1423	-1.940773
1475	-6.442138
1523	-2.433223
1555	-4.529568
1568	-2.601251
1570	-4.277574
1579	-5.126886
1586	-3.271369
1619	-3.553294
1640	-3.350325
1702	-3.267197
1706	-4.564208
1765	-5.528686
1777	-4.466066
1789	-2.896620
1798	-4.210744
1817	-3.500968
1822	-5.056815
1833	-6.330195
1850	-2.391468
1928	-5.788247
1931	-4.821913
1954	-3.046137
1956	-2.033590
2005	-5.254708
2014	-2.348852
2054	-2.966982
2090	-3.630308
2102	-4.957229
2164	-3.297275
2224	-4.658989
2257	-4.132629
2291	-6.493437
2321	-2.992983
2323	-4.887519
2339	-3.071759
2354	-4.743995
2356	-5.995436
2380	-4.520967
2393	-4.066563
2410	-4.677498
2449	-5.336056
2490	-0.035027
2494	-3.468293
2516	-3.422263
2521	-4.385818
2539	-4.486983
2580	-5.006214
2609	-4.019102
2689	-1.180145
2703	-0.000000
2729	-1.672818
2748	-5.168550
2796	-4.365143
2831	-5.198881
2842	-4.992254
2873	-2.777831
2878	-5.597755
2918	-3.477172
2953	-6.121030
2981	-4.691609
2984	-6.410279
3009	-5.025578
3050	-3.134501
3073	-3.065937
3078	-3.404982
