6	-2.655300
9	-3.878989
14	-3.991014
18	-4.698081
30	-1.441792
42	-5.680388
53	-4.379423
58	-5.195230
96	-4.237640
99	-5.922646
106	-3.084289
108	-3.982936
117	-5.582175
151	-4.246623
166	-0.000007
170	-2.627275
176	-0.940422
233	-3.739130
242	-0.858260
246	-3.690792
253	-4.795313
259	-4.702614
265	-6.182385
279	-3.780525
291	-4.018038
294	-3.910622
300	-3.280375
340	-1.832942
350	-4.453954
368	-3.178957
385	-3.416964
412	-4.899507
415	-3.776855
425	-4.702815
458	-4.513321
482	-3.116861
486	-4.417721
492	-3.993522
519	-4.700989
526	-3.811828
539	-6.066132
542	-2.667647
555	-3.902999
558	-4.391479
576	-2.294965
621	-3.526031
627	-3.633821
654	-2.444806
657	-2.201902
666	-1.691924
674	-0.000001
678	-1.011459
681	-1.057008
688	-3.525792
713	-2.391119
728	-3.584882
753	-2.998570
795	-4.517802
832	-3.857571
849	-5.262595
881	-3.922905
958	-2.052318
1000	-2.191096
1022	-1.908473
1045	-2.754164
1055	-3.850771
1059	-2.417037
1084	-4.708808
1144	-3.574778
1167	-2.939630
1173	-2.078555
1186	-4.200463
1189	-4.380700
1197	-5.581514
1205	-3.096645
1228	-4.810052
1255	-2.865846
1262	-0.000011
1266	-2.151030
1268	-0.133121
1273	-1.919817
1298	-3.591892
1308	-2.663964
1340	-3.278900
1352	-3.353171
1355	-4.889526
1358	-2.068077
1409	-4.212450
1455	-4.843602
1503	-2.792196
1510	-1.353038
1538	-1.454491
1547	-3.807369
