10	-3.366763
12	-2.072180
15	-3.035963
29	-3.873264
48	-5.320556
57	-3.135259
110	-0.001598
146	-3.229917
191	-2.662492
210	-4.964021
219	-2.466160
246	-2.104604
269	-0.000000
290	-2.160831
309	-2.705083
328	-1.584953
361	-0.106244
365	-0.117031
393	-3.728792
414	-0.000015
467	-3.362317
527	-2.906248
533	-3.785252
547	-1.008866
554	-3.766128
569	-2.161926
588	-0.000001
592	-1.391323
607	-3.168075
616	-4.433399
621	-2.633351
641	-4.260234
690	-4.019792
706	-5.175606
751	-0.000001
755	-2.683020
757	-0.105549
765	-0.200187
767	-3.160956
774	-3.083728
806	-3.478789
814	-3.019806
837	-4.469222
861	-4.452668
883	-6.730255
895	-4.223525
901	-2.384247
909	-5.713825
930	-2.364580
935	-5.502086
945	-5.178623
975	-4.816392
978	-4.887731
994	-4.169119
999	-2.994531
1003	-3.449528
1007	-2.072325
1011	-3.504300
1015	-4.524129
1018	-3.965170
1027	-3.599074
1031	-3.307649
1053	-2.706053
1096	-2.850126
1104	-3.188977
1132	-3.817029
1141	-5.075503
1158	-4.267695
1178	-3.496785
1180	-3.683303
1209	-2.748172
1217	-2.745464
1230	-3.192632
1279	-5.459509
1297	-5.002582
1353	-2.463561
1387	-2.639510
1422	-3.853729
1451	-5.498116
1468	-2.620133
1495	-4.799335
1576	-2.299915
1594	-0.000000
1640	-3.639732
1643	-3.604248
1663	-4.025232
1688	-4.396686
1697	-4.113291
1699	-3.412144
1706	-3.295471
1718	-3.001678
1730	-2.494107
1739	-2.802846
1749	-6.319712
1756	-6.119230
1794	-3.455653
1819	-3.524999
1835	-2.650943
1837	-5.354471
1853	-3.104209
1873	-3.206975
1880	-3.453370
1900	-1.705705
1905	-0.000000
1909	-1.498446
1949	-3.420550
1963	-3.043559
1968	-3.676521
1975	-4.141233
1977	-1.155830
1989	-4.348455
1991	-3.952845
2034	-3.015246
2079	-3.856904
2099	-2.866037
2118	-0.000003
2147	-0.819984
2157	-1.866471
2186	-4.577995
2203	-2.331858
2231	-2.696876
2240	-3.897918
2245	-2.756077
2253	-5.193715
2271	-4.521183
2277	-3.669363
2285	-4.661926
2295	-4.405046
2298	-5.274355
2352	-6.272455
2370	-5.758827
2389	-2.265222
2416	-3.465835
2419	-5.961142
2422	-5.041581
2442	-5.168049
2454	-4.952845
2461	-3.032249
2465	-5.445858
2492	-3.501447
2565	-4.254976
2620	-0.006669
2637	-2.076685
2639	-2.824400
2655	-3.254187
2674	-2.269348
2695	-1.888373
2699	-3.206681
2712	-3.762423
2736	-3.603194
2741	-2.757670
2760	-2.635811
2784	-3.263448
2799	-4.417449
2814	-2.528418
2816	-2.692493
2821	-5.735276
