98	-2.231177
100	-2.160326
113	-1.795320
118	-1.907754
122	-2.220163
135	-2.025662
137	-2.211564
145	-1.708739
183	-1.643463
244	-2.501717
253	-2.169382
289	-1.931616
308	-1.939347
327	-1.282296
337	-2.378273
352	-2.934225
360	-2.055727
375	-1.800498
407	-2.510684
412	-1.752758
440	-3.345055
448	-2.861810
481	-2.284322
538	-2.266968
541	-2.477683
545	-2.720905
553	-2.654279
562	-2.184099
574	-2.093454
640	-0.017658
659	-2.280135
716	-2.257579
754	-2.250743
761	-1.670529
773	-1.854296
810	-0.179381
836	-2.496186
899	-2.743264
908	-2.341887
924	-2.257570
991	-2.775414
998	-2.751217
1041	-1.639667
1079	-1.951752
1091	-1.710573
1100	-2.575553
1103	-2.606818
1177	-1.725471
1192	-2.746641
1203	-1.574524
1216	-2.477459
1229	-2.295682
1234	-2.854382
1264	-2.601948
1273	-1.969819
1275	-1.478184
1296	-2.720654
1307	-2.753417
1316	-1.943104
1326	-2.158025
1361	-2.348523
1375	-2.186293
1379	-2.237151
1382	-2.517167
1385	-1.942824
1406	-2.053569
1412	-2.087236
1421	-1.741589
1432	-1.672828
1445	-2.757526
1460	-1.678105
1466	-2.081025
1472	-1.808366
1519	-2.085694
1522	-2.197981
1562	-2.099326
1565	-2.111510
1574	-2.738994
1581	-2.850656
1592	-3.117546
1597	-1.930916
1633	-2.921166
1662	-2.561132
1672	-2.723491
1716	-2.105324
1755	-1.752103
1773	-2.346508
1793	-1.742855
1800	-2.157466
1803	-1.764340
1827	-2.847442
1830	-2.287963
1833	-2.550547
1863	-1.672139
1872	-1.494638
1884	-2.031928
1893	-2.704037
1899	-1.789411
1904	-1.595719
1908	-2.120656
1967	-0.000000
1974	-1.428061
1980	-2.831831
1986	-2.646424
2044	-2.060555
2054	-2.531712
2062	-2.398262
2069	-1.868196
2072	-2.425887
2077	-2.274160
2085	-2.050344
2088	-1.238651
2098	-2.496649
2115	-1.429825
2121	-2.002839
2126	-1.243421
2129	-1.372832
2150	-2.442091
2153	-2.297267
2156	-1.661768
2179	-1.025081
2185	-2.434285
2199	-1.756030
2202	-2.339980
2244	-2.338525
2294	-2.424946
2302	-2.564160
2307	-1.661538
2310	-2.447353
2312	-2.269837
2345	-1.935435
2351	-1.850494
2369	-2.076879
2377	-2.240029
2383	-1.971643
2386	-1.990629
2388	-2.041394
2392	-1.681883
2415	-1.882670
2434	-2.432940
2437	-1.794550
2441	-1.667808
2449	-2.069011
2453	-1.691072
2460	-1.886003
2473	-2.167717
2491	-2.036377
2499	-1.827697
2623	-2.258704
2626	-2.100211
2630	-2.053223
2633	-1.984248
2662	-2.022534
2673	-1.886011
2732	-1.194671
2757	-2.039651
2820	-1.575195
2856	-2.086018
2867	-2.279329
2875	-2.255461
2902	-2.152654
2920	-2.388304
